index,state,year,name,type,city,county,district,enroll,mmr,overall,xrel,xmed,xper
2663,California,2018-19,Monterey Vista Elementary,Public,Monterey Park,Los Angeles,,73.0,98.0,97.0,,,
1086,Wisconsin,2018-19,Park View Elementary,,Cudahy,Milwaukee,,,-1.0,82.0,5.0,,5.0
1210,Florida,2018-19,Banyan Elementary,,,,Broward,82.0,-1.0,93.9,4.87804878,,
511,North Carolina,2018-19,Middlesex Elementary,,,Nash,,55.0,-1.0,100.0,,,
1034,Massachusetts,2018-19,Hopeful Journeys,Private,Beverly,Essex,,,-1.0,-1.0,,,
1720,North Carolina,2018-19,York Elementary,,,Wake,,72.0,-1.0,73.6,,2.8,
1588,New York,2017-18,La Salle Institute,Private,Troy,Rensselaer,,,99.2,-1.0,0.84,,
119,Vermont,2018-19,Sacred Heart Saint Francis De Sales,,,Bennington,,164.0,98.17073171,98.17073171,,,
1233,Colorado,2017-18,Riverview,Kindergarten,,Garfield,Douglas County,36.0,80.56,77.78,,,
305,Pennsylvania,2017,Port Allegany Elementary,,Port Allegany,,,55.0,100.0,-1.0,,,
219,Vermont,2018-19,Woodstock Elementary,,,Windsor,,186.0,95.69892473,92.47311828,,,
4811,California,2018-19,John B. Monlux Elementary,Public,North Hollywood,Los Angeles,,116.0,95.0,86.0,,5.0,
3104,California,2018-19,San Mateo Park Elementary,Public,San Mateo,San Mateo,,69.0,98.0,98.0,,2.0,
1303,North Carolina,2018-19,Living Water Christian,,,Onslow,,36.0,-1.0,97.2,5.6,,
2071,Illinois,2018-19,Wolcott,,Chicago,Cook,,137.0,97.81021898,-1.0,2.19,,
655,Oregon,2018-19,Lourdes,,,Linn,,6.0,87.5,85.41666667,,,8.333333333
582,Florida,2018-19,Evans Elementary,,,,Seminole,143.0,-1.0,96.5,0.699300699,0.699300699,
1946,New Jersey,,Edith Ort Thomas Elementary,,,Hunterdon,,9.0,-1.0,66.7,33.3,,
530,Arizona,2018-19,Carol G. Peck Elementary,Public,Glendale,Maricopa,,80.0,95.0,-1.0,,1.25,3.75
19,Colorado,2017-18,Ashley Elementary,Kindergarten,,Denver,Denver County 1,49.0,100.0,97.96,,,2.04
111,New Jersey,,Children's World Academy,,,Middlesex,,21.0,-1.0,100.0,,,
109,Washington,,St. Bernadette,,Seattle,King,,,100.0,100.0,,,
1061,Florida,2018-19,Sea Wind Elementary,,,,Martin,111.0,-1.0,94.59,0.900900901,,
3327,Illinois,2018-19,Zenon J Sykuta ,,Country Club Hills,Cook,,394.0,92.3857868,-1.0,2.79,,
183,Washington,,Mckinley Elementary,,Yakima,Yakima,,,98.61,95.83,,,
426,Colorado,2017-18,Rabbi Steven Foster Elc @ Temple Emanuel,Kindergarten,,Denver,Denver County,7.0,100.0,42.86,,,
175,Montana,2017-18,Meadow Lark,,,Cascade,,505.0,98.02,-1.0,,0.198019802,
373,Utah,2017-18,Buffalo Point Elementary,Public,Syracuse,Davis,,134.0,95.52,-1.0,,,2.99
4479,California,2018-19,Buchanan Street Elementary,Public,Los Angeles,Los Angeles,,47.0,95.0,95.0,,5.0,
1153,New York,2017-18,St Elizabeth,Private,Ozone Park,Queens,,,99.6,-1.0,,,
1027,New Jersey,,Ocean Avenue,,,Monmouth,,43.0,-1.0,97.7,,2.3,
1174,Wisconsin,2018-19,Evergreen Elementary,,Waterford,Racine,,,-1.0,79.0,5.0,,21.0
4662,California,2018-19,Foothill Elementary,Public,Saratoga,Santa Clara,,44.0,95.0,95.0,,5.0,
1894,California,2018-19,Freedom Elementary,Public,Clovis,Fresno,,89.0,98.0,98.0,,2.0,
2292,Illinois,2018-19,Poe Elementary Classical,,Chicago,Cook,,199.0,97.48743719,-1.0,1.51,0.5,
279,Illinois,2018-19,PFGA South Campus,,Chicago,Cook,,217.0,100.0,-1.0,,,
224,Massachusetts,2018-19,Parmenter,Public,Franklin,Norfolk,,,100.0,-1.0,,,
1789,Michigan,2018-19,Island City Academy,,,Eaton,Island City Academy,21.0,-1.0,81.0,,19.0,
2008,Illinois,2018-19,Grand Ridge,,Grand Ridge,La Salle,,189.0,97.88359788,-1.0,1.59,0.53,
1321,Ohio,2018-19,Summit Academy Community School For Alternative Learn-Canton,Public,Canton,Stark,,12.0,91.67,91.67,,8.33,
3261,New York,2017-18,Cayuga Mennonite,Private,Cayuga,Cayuga,,,89.5,-1.0,13.16,,
1111,Florida,2018-19,Whispering Winds Charter,,,,Levy,18.0,-1.0,94.44,5.555555556,,
1191,New Jersey,,Whiting Elementary,,,Ocean,,32.0,-1.0,96.9,3.1,,
7925,California,2018-19,The Knowing Garden,Private,Redondo Beach,Los Angeles,,12.0,-1.0,-1.0,,,
164,Missouri,2018-19,Messiah Lutheran,,St Charles,,,,97.8,-1.0,,,
994,Ohio,2018-19,Parkview Early Education Center,Public,Fairview Park,Cuyahoga,,112.0,94.64,92.86,,2.68,
203,Colorado,2017-18,Happyland,Kindergarten,,Pueblo,Larimer County,17.0,100.0,82.35,,,17.65
1317,California,2018-19,Aurelia Pennekamp Elementary,Public,Manhattan Beach,Los Angeles,,96.0,98.0,97.0,,1.0,
173,Virginia,2018-19,Millwood School,,,Chesterfield,Chesterfield,,-1.0,100.0,,,
329,Oregon,2018-19,Ponderosa Elementary,,,Deschutes,,88.0,95.91474245,93.60568384,,,2.309058615
864,Wisconsin,2018-19,Washington Elementary,,Janesville,Rock,,,-1.0,88.0,5.0,,13.0
2046,Illinois,2018-19,Meadowbrook Elementary,,Northbrook,Cook,,417.0,97.84172662,-1.0,2.16,,
1284,California,2018-19,Arlington Heights Elementary,Public,Los Angeles,Los Angeles,,65.0,98.0,98.0,,2.0,
1252,Virginia,2018-19,J. G. Hening Elementary,,,Chesterfield,Chesterfield,107.0,-1.0,86.0,,,
277,Idaho,2018-19,Basin Elementary,,Idaho City,Boise,Basin,,-1.0,84.21052632,5.263157895,,
75,Massachusetts,2018-19,East Meadow,Public,Granby,Hampshire,,,100.0,-1.0,,1.8,
1254,Wisconsin,2018-19,Mount Calvary Lutheran,,Waukesha,Waukesha,,,-1.0,75.0,5.0,,10.0
1088,Illinois,2018-19,Du Quoin  Elementary,,Du Quoin,Perry,,485.0,98.96907216,-1.0,0.62,0.21,
6082,California,2018-19,Cobblestone Elementary,Public,Rocklin,Placer,,70.0,90.0,89.0,,7.0,
897,Pennsylvania,2017,Wallingford Elementary,,Wallingford,,,83.0,97.6,-1.0,,,
440,Missouri,2018-19,Maple Shade,,Windsor,,,,23.1,-1.0,,,
1063,Ohio,2018-19,Old Trail,Private,Bath,Summit,,34.0,94.12,94.12,,5.88,
1046,Illinois,2018-19,Argenta-Oreana Elementary,,Oreana,Macon,,511.0,99.02152642,-1.0,0.59,0.2,
329,Maine,2018-19,Katahdin Elementary,,,Penobscot,,16.0,81.25,-1.0,6.25,,12.5
1447,New York,2017-18,E R Andrews Elem,Public,Morrisville,Madison,,,99.3,-1.0,0.36,0.36,
2089,Illinois,2018-19,Prieto Math-Science Elementary,,Chicago,Cook,,947.0,97.78247096,-1.0,,0.11,
502,Minnesota,2017-18,Southland Elementary,,,Mower,,39.0,94.87,-1.0,,,
1231,Virginia,2018-19,Margaret Beeks Elementary,,,Montgomery,New River,61.0,-1.0,86.9,,1.64,
6921,California,2018-19,Escondido Adventist Academy,Private,Escondido,San Diego,,11.0,-1.0,-1.0,,,
415,Florida,2018-19,St. Cloud Elementary,,,,Osceola,145.0,-1.0,97.24,0.689655172,0.689655172,
1185,New Jersey,,Jeffrey Clark,,,Gloucester,,160.0,-1.0,96.9,2.5,0.6,
369,Wisconsin,2018-19,Princeton,,Princeton,Green Lake,,,-1.0,94.0,5.0,,6.0
758,North Carolina,2018-19,South Creek Elementary,,,Martin,,60.0,-1.0,100.0,,,
183,Tennessee,2018-19,Ellendale Elementary ,,,Shelby ,,83.0,-1.0,98.8,1.2,,
174,North Carolina,2018-19,Clemmons Elementary,,,Forsyth,,105.0,-1.0,100.0,7.6,,
470,Michigan,2018-19,Congress Elementary,,,St. Joseph,Sturgis Public Schools,76.0,-1.0,96.1,,,
1095,Illinois,2018-19,Akiba-Schechter Day,,Chicago,Cook,,193.0,98.96373057,-1.0,0.52,,
1152,Wisconsin,2018-19,Sacred Heart Catholic,,Shawano,Shawano,,,-1.0,80.0,10.0,,10.0
5851,California,2018-19,Monterey Park Elementary,Public,Salinas,Monterey,,73.0,93.0,93.0,,,
1050,North Carolina,2018-19,Saint Stephens Elementary,,,Catawba,,88.0,-1.0,98.9,2.3,1.1,
82,North Dakota,2017-18,Independence Elementary,,Fargo,Cass,,99.0,98.99,-1.0,1.01010101,,
1976,Ohio,2018-19,Our Lady Of Peace,Private,Canton,Stark,,33.0,30.3,30.3,,,
1207,Colorado,2017-18,Adams Elementary,Kindergarten,,El Paso,Douglas County RE 1,70.0,82.86,71.43,2.86,,8.57
44,Washington,,Garfield Elementary,,Garfield,Whitman,,,100.0,100.0,,,
326,Maine,2018-19,Skillin Elmentary,,,Cumberland,,78.0,82.05,-1.0,,,
3777,California,2018-19,Glen View Elementary,Public,Escondido,San Diego,,133.0,97.0,97.0,,,
1725,Ohio,2018-19,Clark,Public,Cleveland,Cuyahoga,,72.0,80.56,70.83,,,
6515,California,2018-19,Winship Community,Public,Meridian,Sutter,,24.0,17.0,13.0,,8.0,
323,Connecticut,2017-18,Great Plain,Public,Danbury,Fairfield,,,97.37,-1.0,2.63,,
345,Texas,2018-19,Trinity United Methodist,,,Bexar,,,100.0,-1.0,,,
1390,Wisconsin,2018-19,Clayton Elementary,,Clayton,Polk,,,-1.0,50.0,5.0,,25.0
1187,New Jersey,,Jersey City P.S. 26,,,Hudson,,65.0,-1.0,96.9,1.5,,
748,Michigan,2018-19,West MI Academy of Environmental Science,,,Kent,West MI Academy of Environmental Science,112.0,-1.0,94.6,,5.4,
1764,California,2018-19,El Gabilan Elementary,Public,Salinas,Monterey,,79.0,98.0,95.0,,,
6896,California,2018-19,Eastern Sierra Christian Academy,Private,Crowley Lake,Mono,,11.0,-1.0,-1.0,,,
493,North Carolina,2018-19,Mallard Creek STEM Academy,,,Mecklenburg,,87.0,-1.0,100.0,,,
5472,California,2018-19,St. Veronica Catholic,Private,South San Francisco,San Mateo,,30.0,95.0,95.0,,5.0,
215,New York,2017-18,Great Neck/Manhasset Pre-K At Parkville Pre-K,Public,New Hyde Park,Nassau,,,100.0,-1.0,,,
462,Texas,2018-19,Greenhill,,,Dallas,,,95.45,-1.0,,,
6636,California,2018-19,Big Creek Elementary,Public,Big Creek,Fresno,,5.0,-1.0,-1.0,,,
1585,Florida,2018-19,Valley Ridge Academy,,,,St. Johns,161.0,-1.0,91.93,5.590062112,,
845,Colorado,2017-18,Skyway Park Elementary,Kindergarten,,El Paso,Westminster Public Schools,39.0,94.87,84.62,2.56,,7.69
311,Utah,2017-18,American Preparatory Academy-Accelerlated,Public,West Valley City,Salt Lake,,79.0,96.2,-1.0,1.27,,2.53
129,Virginia,2018-19,"Hope Montessori School, Ltd.",,,Fairfax,Fairfax,,-1.0,100.0,,,
45,Texas,2018-19,Faith Christian Academy,,,El Paso,,,100.0,-1.0,,,
2050,California,2018-19,Harker School The,Private,San Jose,Santa Clara,,81.0,98.0,98.0,,2.0,
589,Iowa,2018-19,Colfax-Mingo Elementary,,,Jasper,,352.0,-1.0,95.2,,,
1053,Colorado,2017-18,College View Elementary,Kindergarten,,Denver,Adams-Arapahoe 28J,58.0,89.66,89.66,,,
127,Florida,2018-19,Memorial Elementary,,,,Desoto,146.0,-1.0,99.32,,,
5576,California,2018-19,Van Ness Avenue Elementary,Public,Los Angeles,Los Angeles,,29.0,95.0,93.0,,,
582,Iowa,2018-19,Keystone Elementary,,,Benton,,128.0,-1.0,95.3,,,
391,Colorado,2017-18,Platte River Charter Academy,Kindergarten,,Douglas,Douglas County RE 1,52.0,100.0,94.23,,,5.77
1408,California,2018-19,Bradshaw Christian,Private,Sacramento,Sacramento,,86.0,98.0,97.0,,2.0,
3070,Illinois,2018-19,Parkwood Elementary,,Hanover Park,Kane,,375.0,95.2,-1.0,0.53,,
2903,Illinois,2018-19,Malta Elementary,,Malta,Dekalb,,325.0,96.0,-1.0,2.77,,
1465,Washington,,Lake Roosevelt Elementary,,Grand Coulee,Grant,,,-1.0,-1.0,,,
1046,California,2018-19,Ted Porter Elementary,Public,Fontana,San Bernardino,,138.0,99.0,99.0,,1.0,
167,North Carolina,2018-19,Christ the Cornerstone Academy,,,Scotland,,16.0,-1.0,100.0,,,
306,Colorado,2017-18,Manaugh Elementary,Kindergarten,,Montezuma,Thompson R2-J,43.0,100.0,97.67,2.33,,
7144,California,2018-19,International Christian,Private,Chico,Butte,,2.0,-1.0,-1.0,,,
646,Iowa,2018-19,Arthur Elementary,,,Linn,,317.0,-1.0,94.3,,,
5194,California,2018-19,Rocklin Academy At Meyers Street,Public,Rocklin,Placer,,23.0,95.0,95.0,,5.0,
1630,Michigan,2018-19,Beacon Tree Elementary,,,Macomb,Utica Community Schools,108.0,-1.0,87.0,,11.1,
1230,Virginia,2018-19,Westbriar Elementary,,,Fairfax,Fairfax,108.0,-1.0,87.0,0.93,,
2614,California,2018-19,Michelle Obama Elementary,Public,Panorama City,Los Angeles,,129.0,98.0,95.0,,,
1581,Illinois,2018-19,Aviston Elementary,,Aviston,Clinton,,381.0,98.42519685,-1.0,1.57,,
182,Massachusetts,2018-19,Littleville Elementary,Public,Huntington,Hampshire,,,100.0,-1.0,,,
214,Ohio,2018-19,St Mary Immaculate Conception,Private,Avon,Lorain,,18.0,100.0,100.0,,,
65,Illinois,2018-19,Chebanse Elementary,,Chebanse,Iroquois,,363.0,100.0,-1.0,,,
6311,California,2018-19,California Virtual Academy At Los Angeles,Public,Simi Valley,Los Angeles,,176.0,82.0,80.0,,,
94,Wisconsin,2018-19,Holy Family Cath Gr,,Arcadia,Trempealeau,,,-1.0,95.0,5.0,,5.0
361,New York,2017-18,Mesivta Yam Hatorah,Private,Far Rockaway,Queens,,,100.0,-1.0,,,
158,Arizona,2018-19,Imagine Elementary At Avondale,Charter,Avondale,Maricopa,,113.0,99.12,-1.0,,,0.88
1737,Michigan,2018-19,Immanuel Lutheran,,,Macomb,Chippewa Valley Schools,43.0,-1.0,83.7,,14.0,
817,Minnesota,2017-18,Lucy Craft Laney,,,Hennepin,,70.0,88.57,-1.0,,,
1167,Minnesota,2017-18,Immaculate Conception,,,Stearns,,,-1.0,-1.0,,,
1376,California,2018-19,Big Springs Elementary,Public,Simi Valley,Ventura,,79.0,98.0,97.0,,,
575,Massachusetts,2018-19,Fairview Elementary,Public,Chicopee,Hampden,,,97.0,-1.0,,2.9,
1672,New York,2017-18,Midwood Catholic Academy,Private,Brooklyn,Kings,,,99.1,-1.0,,,
1873,New York,2017-18,Our Lady Of Victory Elementary,Private,Lackawanna,Erie,,,98.9,-1.0,1.14,,
56,Missouri,2018-19,St Joachim & St Ann Sch,,St Charles,,,,99.0,-1.0,,,
1134,Illinois,2018-19,Antioch Upper Grade,,Antioch,Lake,,1018.0,98.9194499,-1.0,0.79,0.2,
5441,California,2018-19,St. Patrick Parochial Elementary,Private,Arroyo Grande,San Luis Obispo,,28.0,95.0,95.0,,5.0,
433,Idaho,2018-19,Fort Hall Elementary,,Pocatello,Bannock,Blackfoot,,-1.0,56.0,,,
58,Minnesota,2017-18,International School Of Minnesota,,,Hennepin,,14.0,100.0,-1.0,,,
6491,California,2018-19,Heritage Peak Charter,Public,Sacramento,Sacramento,,78.0,41.0,36.0,,3.0,
7103,California,2018-19,Home And Hosp/Transition Support,Public,San Diego,San Diego,,6.0,-1.0,-1.0,,,
1167,Wisconsin,2018-19,Wales Elementary,,Wales,Waukesha,,,-1.0,80.0,5.0,,9.0
83,Vermont,2018-19,Marion W. Cross,,,Windsor,,283.0,98.93992933,97.52650177,,,
2770,California,2018-19,Oasis Elementary,Public,Thermal,Riverside,,97.0,98.0,98.0,,2.0,
866,Wisconsin,2018-19,Whittier Elementary,,Milwaukee,Milwaukee,,,-1.0,88.0,5.0,,13.0
5608,California,2018-19,Wayne Van Horn Elementary,Public,Bakersfield,Kern,,108.0,95.0,90.0,,,
929,Florida,2018-19,Cheney Elementary,,,,Orange,81.0,-1.0,95.06,2.469135802,,
113,Florida,2018-19,Unity Charter School Of Cape Coral,,,,Lee,17.0,-1.0,100.0,,,
882,Illinois,2018-19,Adler Park,,Libertyville,Lake,,250.0,99.2,-1.0,0.8,,
30,Washington,,Concord Lutheran,,Tacoma,Pierce,,,100.0,100.0,,,
1340,Massachusetts,2018-19,Tower,Private,Marblehead,Essex,,,-1.0,-1.0,,,
296,Arkansas,2018-19,Ouachita Elementary,,Donaldson,,,329.0,79.33131,-1.0,,,
88,Iowa,2018-19,Bryant Elementary,,,Kossuth,,189.0,-1.0,98.9,,,
1360,Massachusetts,2018-19,Warwick Community,Public,Warwick,Franklin,,,-1.0,-1.0,,,
1103,New Jersey,,Byram Lakes Elementary,,,Sussex,,75.0,-1.0,97.3,2.7,,
22,Texas,2018-19,Canterbury Episcopal,,,Dallas,,,100.0,-1.0,,,
771,Texas,2018-19,Alpine Christian,,,Brewster,,,50.0,-1.0,,,
5738,California,2018-19,New Open World Academy K12,Public,Los Angeles,Los Angeles,,62.0,94.0,89.0,,,
1371,Washington,,Hutch,,SEATTLE,King,,,-1.0,-1.0,,,
959,Washington,,Seattle Country Day,,Seattle,King,,,87.5,87.5,,,6.25
7173,California,2018-19,Junipero Serra,Private,Carmel,Monterey,,13.0,-1.0,-1.0,,,
7398,California,2018-19,Mount Madonna,Private,Watsonville,Santa Cruz,,8.0,-1.0,-1.0,,,
72,Illinois,2018-19,Children's Home Center,,,,,23.0,100.0,-1.0,,,
5507,California,2018-19,Sutro Elementary,Public,San Francisco,San Francisco,,44.0,95.0,95.0,,5.0,
865,Washington,,Sumas Elementary,,Sumas,Whatcom,,,89.66,75.86,,,1.72
1627,Michigan,2018-19,Lincoln,,,Wexford,Cadillac Area Public Schools,47.0,-1.0,87.2,,2.1,
83,New Jersey,,Cape Trinity Catholic,,,Cape May,,26.0,-1.0,100.0,,,
1505,New York,2017-18,Ramaz Lower,Private,New York,New York,,,99.3,-1.0,,,
608,Arizona,2018-19,Lafe Nelson,Public,Safford,Graham,,66.0,93.94,-1.0,,,4.55
361,North Carolina,2018-19,Haliwa-Saponi Tribal,,,Warren,,12.0,-1.0,100.0,,,
4419,California,2018-19,Avalon K12,Public,Santa Catalina,Los Angeles,,35.0,95.0,95.0,,5.0,
1460,New Jersey,,Frelinghuysen Township Elementary 4,,,Warren,,19.0,-1.0,94.7,5.3,,
3393,California,2018-19,Tyrrell Elementary,Public,Hayward,Alameda,,88.0,98.0,98.0,,2.0,
7035,California,2018-19,Growing Garden Academy,Private,Redondo Beach,Los Angeles,,16.0,-1.0,-1.0,,,
4237,California,2018-19,Monte Gardens Elementary,Public,Concord,Contra Costa,,79.0,96.0,96.0,,4.0,
2019,Ohio,2018-19,Coshocton Opportunity,Public,Coshocton,Coshocton,,,-1.0,-1.0,,,
1532,Michigan,2018-19,Trinity Lutheran,,,Gd. Traverse,Traverse City Area Public Schools,18.0,-1.0,88.9,,11.1,
241,Arizona,2018-19,Anna Henry Elementary,Public,Tucson,Pima,,55.0,98.18,-1.0,,,1.82
565,Ohio,2018-19,Colerain Elementary,Public,Columbus,Franklin,,37.0,97.3,94.59,,2.7,
130,Texas,2018-19,Our Lady Of Refuge,,,Maverick,,,100.0,-1.0,,,
3003,New York,2017-18,Boston Valley Elementary,Public,Hamburg,Erie,,,95.3,-1.0,2.72,0.78,
1343,Illinois,2018-19,St Mary,,Bloomington,McLean,,153.0,98.69281046,-1.0,,,
765,Massachusetts,2018-19,Hadley Elementary,Public,Hadley,Hampshire,,,91.0,-1.0,,,
266,Vermont,2018-19,Charlotte Central,,,Chittenden,,350.0,92.57142857,74.0,,,
334,Connecticut,2017-18,Center,Public,Willington,Tolland,,,97.22,-1.0,2.78,,
474,Washington,,Rose Valley Elementary,,Kelso,Cowlitz,,,94.74,94.74,,,5.26
61,Missouri,2018-19,St Joseph,,Manchester,,,,99.0,-1.0,,,
1216,Arizona,2018-19,Maine Consolidated,Public,Parks,Coconino,,,-1.0,-1.0,,,
457,Ohio,2018-19,South Mifflin Stem Academy (K-6),Public,Columbus,Franklin,,45.0,97.78,97.78,,2.22,
755,Michigan,2018-19,Lakeview Elementary,,,Montcalm,Lakeview Community Schools (Montcalm),110.0,-1.0,94.5,,2.7,
1588,California,2018-19,Clifford D. Murray Elementary,Public,Azusa,Los Angeles,,90.0,98.0,98.0,,2.0,
1700,North Carolina,2018-19,Carver Elementary,,,Wayne,,113.0,-1.0,79.6,,,
1991,New York,2017-18,Putnam-Northern Westchester B.O.C.E.S.,BOCES,Yorktown Heights,Putnam,,,98.8,-1.0,4.88,,
1257,Wisconsin,2018-19,Saint Johns Lutheran,,Burlington,Racine,,,-1.0,75.0,5.0,,25.0
936,Illinois,2018-19,Washington Attendance Center,,Carmi,White,,353.0,99.15014164,-1.0,0.85,,
4871,California,2018-19,Lakewood Christian Schools,Private,Long Beach,Los Angeles,,36.0,95.0,95.0,,5.0,
1306,Pennsylvania,2017,Akron Elementary,,Akron,,,64.0,95.3,-1.0,,,
2670,New York,2017-18,Morse Young Child Magnet,Public,Poughkeepsie,Dutchess,,,97.5,-1.0,,,
3059,California,2018-19,Rose Avenue Elementary,Public,Modesto,Stanislaus,,72.0,98.0,98.0,,2.0,
7691,California,2018-19,Scholars Preparatory,Private,Burbank,Los Angeles,,,-1.0,-1.0,,,
315,Idaho,2018-19,Spirit Lake Elementary,,Rathdrum,Kootenai,Lakeland,,-1.0,81.81818182,9.090909091,,
1729,Michigan,2018-19,Shepherd of The Lakes,,,Livingston,Howell Public Schools,25.0,-1.0,84.0,,16.0,
544,Pennsylvania,2017,Blairsville Elementary,,Blairsville,,,80.0,98.8,-1.0,,,
192,Arizona,2018-19,Riverview,Public,El Mirage,Maricopa,,74.0,98.65,-1.0,,,4.05
1068,Massachusetts,2018-19,Kings Wood Montessori,Private,Foxboro,Norfolk,,,-1.0,-1.0,,,
145,Oklahoma,,Coolidge Elementary,,Enid,Garfield,,,-1.0,98.0,,2.0,
573,Oklahoma,,Lexington Elementary,,Lexington,Cleveland,,,-1.0,89.0,,7.0,
1205,Wisconsin,2018-19,Wilson Elementary,,Kenosha,Kenosha,,,-1.0,79.0,5.0,,5.0
1078,California,2018-19,Val Verde Elementary,Public,Perris,Riverside,,118.0,99.0,99.0,,1.0,
376,Utah,2017-18,Lone Peak Elementary,Public,Sandy,Salt Lake,,686.0,95.48,-1.0,,0.15,4.37
1572,New York,2017-18,Harmony Hill,Public,Cohoes,Albany,,,99.2,-1.0,0.25,0.25,
581,Washington,,Norman Rockwell Elementary,,Redmond,King,,,93.33,87.62,,0.95,0.95
437,Utah,2017-18,West Jordan Elementary,Public,West Jordan,Salt Lake,,491.0,94.5,-1.0,,,4.68
1384,Florida,2018-19,Kelley Smith Elementary,,,,Putnam,57.0,-1.0,92.98,3.50877193,,
874,Illinois,2018-19,St Anastasia,,Waukegan,Lake,,256.0,99.21875,-1.0,0.78,,
531,Colorado,2017-18,The Cottage School - 1941 N Terry St,Kindergarten,,Boulder,El Paso County,3.0,100.0,100.0,,,
1305,Florida,2018-19,Franklin Academy Cooper City,,,,Broward,139.0,-1.0,93.53,5.035971223,,
631,Connecticut,2017-18,Madina Academy,Nonpublic,Windsor,Hartford,,,-1.0,-1.0,,,
618,Virginia,2018-19,T.C. Miller Elementary for Innovat.,,,Lynchburg City,Central Virginia,30.0,-1.0,96.7,3.33,,
471,North Carolina,2018-19,Lee Christian,,,Lee,,14.0,-1.0,100.0,14.3,,
45,Rhode Island,2018-19,Blackstone Valley Prep Elementary School 2,,Cumberland,,,84.0,-1.0,100.0,,,
409,Pennsylvania,2017,Stevens Primary,,Williamsport,,,60.0,100.0,-1.0,,,
1603,Pennsylvania,2017,Penn Christian Academy Of Butler County Inc,,Butler,,,22.0,81.8,-1.0,,,
543,Connecticut,2017-18,Amistad Academy,Public,New Haven,New Haven,,,82.29,-1.0,,,
1412,Virginia,2018-19,Siena Academy,,,Fairfax,Fairfax,,-1.0,14.3,,,
7353,California,2018-19,Montessori At The Park,Private,Rancho Santa Margarita,Orange,,16.0,-1.0,-1.0,,,
56,Tennessee,2018-19,Germantown Elementary,,,Shelby ,,91.0,-1.0,100.0,,,
361,Montana,2017-18,Billings Christian School Prek-12,,,Yellowstone,,275.0,91.64,-1.0,,0.727272727,
1722,New Jersey,,Fairmount,,,Bergen,,110.0,-1.0,90.0,0.9,,
982,Michigan,2018-19,Lincoln Park Elementary,,,Muskegon,Mona Shores Public School District,60.0,-1.0,93.3,,1.7,
7158,California,2018-19,Jardin De La Infancia,Public,Los Angeles,Los Angeles,,18.0,-1.0,-1.0,,,
2471,Illinois,2018-19,Orland Center,,Orland Park,Cook,,350.0,97.14285714,-1.0,2.57,,
461,Michigan,2018-19,Reese Elementary,,,Tuscola,Reese Public Schools,52.0,-1.0,96.2,,1.9,
709,Virginia,2018-19,Haycock Elementary,,,Fairfax,Fairfax,97.0,-1.0,95.9,2.06,,
672,New Jersey,,Waretown Elementary,,,Ocean,,72.0,-1.0,100.0,,,
243,Oklahoma,,Spence Memorial,,Weleetka,Okfuskee,,,-1.0,97.0,,3.0,
394,Massachusetts,2018-19,North Pembroke Elementary,Public,Pembroke,Plymouth,,,99.0,-1.0,,1.3,
1028,New York,2017-18,Sodus Primary,Public,Sodus,Wayne,,,99.7,-1.0,,0.33,
839,Ohio,2018-19,T C Knapp Elementary,Public,Canton,Stark,,71.0,95.77,95.77,,,
6181,California,2018-19,Maria Montessori Charter Academy,Public,Rocklin,Placer,,33.0,88.0,88.0,,6.0,
1669,Florida,2018-19,Sheridan Park Elementary,,,,Broward,104.0,-1.0,91.35,4.807692308,,
1265,New York,2017-18,St Denis-St. Columba,Private,Hopewell Junction,Dutchess,,,99.5,-1.0,,0.53,
1248,Ohio,2018-19,Hilliard Crossing Elementary,Public,Hilliard,Franklin,,65.0,92.31,87.69,,,
745,Minnesota,2017-18,New York Mills Public Schools,,,Otter Tail,,63.0,90.48,-1.0,,,6.35
939,Colorado,2017-18,Fort Lewis Mesa Elementary,Kindergarten,,La Plata,Jefferson County R-1,14.0,92.86,85.71,,,7.14
331,Minnesota,2017-18,Mckinley Elementary,,,Anoka,,95.0,96.84,-1.0,,,3.16
2079,Florida,2018-19,Waterset Charter,,,,Hillsborough,144.0,-1.0,84.72,5.555555556,,
1218,New York,2017-18,Holy Name Of Mary,Private,Valley Stream,Nassau,,,99.5,-1.0,0.48,,
6850,California,2018-19,Dehesa Elementary,Public,El Cajon,San Diego,,16.0,-1.0,-1.0,,,
268,New Jersey,,Jackson Avenue Elementary,,,Bergen,,74.0,-1.0,100.0,,,
506,California,2018-19,J. Marion Roynon Elementary,Public,La Verne,Los Angeles,,109.0,99.0,98.0,,,
46,Missouri,2018-19,St Charles Borromeo Sch,,St Charles,,,,99.0,-1.0,,,
1811,Michigan,2018-19,Trinity Lutheran,,,Monroe,Monroe Public Schools,15.0,-1.0,80.0,,13.3,
1122,Florida,2018-19,Kids Community College Riverview South,,,,Hillsborough,53.0,-1.0,94.34,3.773584906,,
145,Texas,2018-19,Primrose School At Summerwood,,,Harris,,,100.0,-1.0,,,
226,New Jersey,,Harker-Wylie,,,Burlington,,103.0,-1.0,100.0,,,
244,Maine,2018-19,Laura E. Richards Elementary,,,Kennebec,,59.0,91.53,-1.0,,,8.47
1672,Ohio,2018-19,St Mary,Private,Shelby,Richland,,12.0,83.33,75.0,,16.67,
881,California,2018-19,Planada Elementary,Public,Planada,Merced,,118.0,99.0,99.0,,1.0,
